1, 347, 611, 57, 255
2, 247, 67, 397, 995
3, 469, 397, 719, 219
4, 165, 149, 411, 393
5, 1001, 351, 437, 897
6, 573, 165, 205, 215
7, 279, 589, 303, 169
8, 997, 439, 653, 685
9, 901, 299, 61, 349
10, 559, 433, 91, 205
11, 607, 781, 981, 585
12, 789, 785, 433, 227
13, 681, 11, 477, 527
14, 829, 101, 209, 355
15, 39, 373, 159, 863
16, 167, 723, 615, 211
17, 651, 973, 197, 281
18, 165, 29, 871, 471
19, 303, 501, 439, 939
20, 943, 59, 501, 263
21, 167, 413, 147, 873
22, 961, 293, 1009, 603
23, 1017, 1011, 387, 779
24, 87, 323, 191, 201
25, 21, 449, 329, 271
26, 285, 865, 143, 621
27, 463, 981, 109, 907
28, 83, 961, 997, 145
29, 311, 771, 897, 161
30, 965, 125, 697, 959
31, 381, 651, 341, 497
32, 125, 971, 879, 665
33, 821, 799, 815, 517
34, 839, 741, 429, 229
35, 673, 471, 789, 235
36, 329, 735, 897, 1015
37, 403, 491, 625, 483
38, 35, 421, 97, 149
39, 367, 109, 141, 705
40, 795, 977, 683, 183
41, 739, 665, 915, 499
42, 621, 779, 99, 281
43, 699, 195, 41, 739
44, 917, 473, 797, 495
45, 855, 521, 561, 85
46, 709, 609, 83, 393
47, 429, 649, 149, 443
48, 107, 905, 883, 929
49, 885, 109, 379, 687
50, 839, 645, 401, 509
51, 213, 815, 889, 947
52, 431, 759, 207, 303
53, 875, 127, 271, 109
54, 257, 753, 931, 165
55, 377, 377, 527, 211
56, 481, 983, 563, 409
57, 97, 613, 5, 9
58, 81, 659, 165, 375
59, 699, 899, 419, 847
60, 449, 149, 983, 439
61, 995, 247, 821, 991
62, 787, 229, 447, 311
63, 717, 717, 849, 569
64, 59, 143, 167, 829
65, 571, 951, 753, 97
66, 211, 949, 743, 619
67, 147, 413, 659, 379
68, 131, 851, 367, 153
69, 793, 1001, 565, 907
70, 55, 329, 59, 179
71, 61, 887, 671, 811
72, 707, 521, 559, 241
73, 917, 901, 107, 203
74, 825, 165, 697, 821
75, 817, 885, 179, 627
76, 29, 165, 565, 645
77, 537, 707, 775, 529
78, 219, 221, 631, 611
79, 247, 773, 333, 225
80, 359, 911, 205, 671
81, 579, 801, 979, 1017
82, 767, 723, 1017, 527
83, 721, 71, 575, 229
84, 129, 261, 875, 501
85, 167, 771, 313, 123
86, 683, 571, 709, 557
87, 931, 411, 775, 239
88, 625, 747, 843, 295
89, 99, 601, 729, 197
90, 397, 65, 791, 891
91, 931, 237, 437, 907
92, 167, 689, 751, 443
93, 687, 339, 707, 655
94, 85, 849, 139, 29
95, 721, 215, 967, 635
96, 257, 99, 1, 469
97, 943, 503, 767, 661
98, 579, 373, 79, 93
99, 495, 613, 105, 161
100, 991, 541, 401, 625
101, 459, 669, 835, 559
102, 417, 233, 79, 995
103, 427, 547, 1017, 949
104, 779, 577, 793, 155
105, 965, 859, 799, 419
106, 215, 397, 935, 427
107, 149, 937, 43, 749
108, 979, 727, 679, 189
109, 15, 383, 913, 223
110, 377, 653, 581, 507
111, 557, 753, 557, 1013
112, 995, 537, 809, 745
113, 101, 1003, 263, 815
114, 57, 959, 753, 223
115, 967, 373, 741, 5
116, 973, 439, 663, 921
117, 289, 697, 1013, 497
118, 721, 207, 587, 555
119, 121, 897, 45, 195
120, 223, 563, 877, 429
121, 469, 623, 389, 325
122, 267, 881, 413, 207
123, 369, 63, 359, 303
124, 309, 337, 693, 329
125, 235, 63, 809, 781
126, 435, 725, 189, 731
127, 81, 765, 421, 909
128, 231, 129, 111, 229
129, 687, 887, 677, 409
130, 199, 879, 297, 389
131, 675, 517, 555, 517
132, 421, 485, 931, 861
133, 143, 23, 591, 53
134, 517, 609, 653, 341
135, 421, 99, 201, 711
136, 237, 391, 599, 603
137, 971, 7, 317, 635
138, 723, 1001, 697, 585
139, 859, 99, 373, 869
140, 571, 759, 401, 807
141, 971, 267, 321, 359
142, 377, 801, 969, 753
143, 869, 569, 507, 955
144, 319, 47, 463, 511
145, 377, 433, 285, 179
146, 781, 993, 529, 287
147, 877, 527, 595, 303
148, 733, 647, 841, 751
149, 229, 735, 903, 171
150, 25, 485, 251, 383
151, 553, 689, 587, 667
152, 781, 763, 837, 579
153, 329, 741, 679, 273
154, 511, 819, 409, 845
155, 81, 909, 789, 95
156, 503, 343, 879, 699
157, 975, 397, 757, 209
158, 909, 81, 565, 925
159, 103, 395, 339, 873
160, 281, 65, 195, 433
161, 419, 627, 895, 9
162, 669, 875, 935, 655
163, 905, 743, 339, 355
164, 333, 763, 253, 681
165, 533, 277, 929, 899
166, 91, 79, 549, 689
167, 905, 875, 431, 911
1, 649, 115, 265, 201
2, 675, 867, 5, 491
3, 643, 471, 353, 87
4, 445, 837, 877, 417
5, 387, 963, 569, 155
6, 331, 329, 219, 751
7, 465, 479, 343, 559
8, 821, 207, 381, 423
9, 471, 847, 739, 159
10, 639, 603, 761, 1011
11, 43, 939, 511, 831
12, 383, 147, 33, 431
13, 661, 137, 481, 593
14, 81, 51, 907, 557
15, 23, 567, 293, 739
16, 403, 233, 493, 605
17, 747, 533, 395, 115
18, 721, 725, 923, 541
1, 429, 689, 695, 247
2, 435, 703, 207, 481
3, 821, 65, 121, 957
4, 173, 361, 515, 583
5, 839, 469, 707, 115
6, 563, 133, 339, 385
7, 911, 233, 733, 129
8, 13, 631, 23, 141
9, 421, 59, 341, 787
10, 395, 359, 257, 539
11, 817, 663, 1021, 815
12, 527, 633, 523, 199
13, 961, 825, 213, 741
14, 841, 871, 833, 859
15, 437, 783, 817, 473
16, 843, 885, 321, 979
17, 1, 895, 937, 591
18, 835, 513, 271, 969
19, 9, 321, 919, 587
20, 409, 251, 897, 567
21, 709, 319, 221, 465
22, 729, 567, 181, 883
23, 685, 531, 153, 529
24, 751, 87, 805, 589
25, 779, 385, 247, 857
26, 885, 827, 767, 87
27, 57, 425, 247, 3
28, 67, 435, 487, 977
29, 565, 37, 473, 403
30, 827, 441, 825, 831
31, 737, 25, 575, 623
32, 333, 461, 465, 271
33, 505, 497, 517, 383
34, 483, 839, 959, 857
35, 1009, 773, 231, 439
36, 985, 339, 903, 23
37, 443, 267, 855, 631
38, 47, 827, 237, 717
39, 151, 609, 499, 871
40, 285, 357, 401, 157
41, 833, 59, 91, 321
42, 197, 849, 945, 583
43, 437, 849, 701, 647
44, 667, 395, 971, 561
45, 279, 77, 381, 1003
46, 745, 269, 951, 893
47, 319, 309, 897, 211
48, 411, 201, 573, 383
49, 769, 849, 61, 291
50, 531, 567, 927, 423
51, 373, 697, 493, 701
52, 569, 31, 955, 29
53, 531, 1003, 985, 291
54, 851, 885, 1, 843
55, 293, 129, 207, 627
56, 657, 697, 903, 813
57, 1007, 805, 957, 651
58, 257, 345, 517, 755
59, 471, 1021, 773, 415
60, 355, 275, 969, 665
61, 93, 437, 473, 1003
62, 925, 543, 205, 189
63, 989, 595, 285, 167
64, 69, 375, 959, 691
65, 591, 837, 633, 291
66, 169, 29, 589, 967
67, 611, 359, 625, 121
68, 831, 959, 925, 193
69, 995, 373, 3, 439
70, 499, 623, 345, 485
71, 603, 721, 221, 169
72, 883, 85, 51, 205
73, 561, 823, 547, 933
74, 853, 813, 761, 713
75, 1017, 825, 367, 797
76, 1009, 651, 325, 831
77, 813, 121, 361, 1005
78, 407, 319, 125, 189
79, 1009, 585, 385, 21
80, 293, 651, 71, 689
81, 381, 71, 525, 231
82, 501, 723, 259, 819
83, 673, 753, 425, 725
84, 951, 869, 229, 789
85, 543, 651, 935, 27
86, 1017, 65, 925, 181
87, 973, 325, 745, 731
88, 109, 805, 589, 723
89, 827, 1007, 75, 913
90, 363, 127, 339, 451
91, 717, 311, 809, 173
92, 551, 897, 965, 789
